model_no	func_type	model
1189	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 5836758579855491071, 2004811776, 100599807, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
1190	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 3688785864788489011, 2004811776, 7798911, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
1191	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 5836946592048873471, 2004811776, 16843013, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
1192	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 1229782938784183057, 2004811776, 859780927, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
1193	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 4147380019, 2004811776, 33489919, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
1194	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 3675218770760105983, 2004811776, 84219221, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
1195	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 3458887659928219648, 2004811776, 16974595, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
1196	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 3689419183486104435, 2004811776, 286470963, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
1197	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 3675204479189316352, 2004811776, 1431795575, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
1198	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 281436322070527, 2004811776, 1441791, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
1199	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 3463324411879227391, 2004811776, 51581715, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
1200	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 126443837259775, 2004811776, 5767167, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
1201	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 8608621307501215607, 2004811776, 271, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
1202	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 5787213827583045712, 2004811776, 252649279, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
1203	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 63283, 2004811776, 100603391, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
1204	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 4043371264, 2004811776, 69905, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
1205	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 8301260013137297407, 2004811776, 196627, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
1206	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 56294993048371, 2004811776, 3670015, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
1207	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 269380348868352, 2004811776, 1287, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
1208	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 6148914693923012607, 2004811776, 1114131, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
1209	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 1157513138178883583, 2004811776, 288559923, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
1210	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 62961, 2004811776, 1114133, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
1211	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 5836758576986608896, 2004811776, 322174975, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
1212	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 280869386387443, 2004811776, 16977679, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
1213	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 3689348817963185011, 2004811776, 33502207, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
1214	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 281474808020991, 2004811776, 1476395007, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
1215	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 63317, 2004811776, 4371, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
1216	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 5764888995595091967, 2004811776, 1441791, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
1217	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 3689423856410558463, 2004811776, 22352213, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
1218	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 56075093029681, 2004811776, 462607, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
1219	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 8589339977252599603, 2004811776, 253697823, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
1220	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 123488899756112, 2004811776, 14335, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
1221	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 8608630687718178815, 2004811776, 3670015, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
1222	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 8286903694121762815, 2004811776, 50530063, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
1223	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 8070730911739608832, 2004811776, 307, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
1224	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 17596481011711, 2004811776, 859013119, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
1225	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 5841539604305412095, 2004811776, 536821759, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
1226	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 3459028398490316800, 2004811776, 524287999, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
1227	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 63351, 2004811776, 1114133, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
1228	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 5787213827046174832, 2004811776, 1807, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
1229	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 6124988953139369301, 2004811776, 16974595, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
1230	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 1431696757, 2004811776, 357913941, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
1231	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 1230045645290733567, 2004811776, 84215567, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
1232	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 3472540230319403248, 2004811776, 16719871, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
1233	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 1879109632, 2004811776, 33490431, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
1234	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 131352984876919, 2004811776, 859273079, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
1235	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 6125164875535676672, 2004811776, 14335, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
1236	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 1153009809403957328, 2004811776, 369098751, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
1237	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 88033692020976, 2004811776, 118427407, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
1238	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 4126210032, 2004811776, 84346127, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
