	nodename	pmid	model	k	BF as int	UF	EF	EUF	ThF	NCF	EThF	ising	bit_based
344	v_USP1	22267503	5	4	17484	True	True	True	True	True	True	False	False
345	v_XPF	22267503	5	6	3679778519502631696	True	True	True	True	True	True	False	False
346	v_p53	22267503	5	6	4919132337239510220	True	True	True	False	False	False	False	False
347	v_ssDNARPA	22267503	5	6	538976416	True	True	True	True	True	True	False	False
348	v_AP1	22962472	6	2	1	True	True	True	True	True	True	False	False
349	v_ATF2	22962472	6	2	1	True	True	True	True	True	True	False	False
350	v_Akt	22962472	6	2	4	True	True	True	True	True	True	False	True
351	v_C3G	22962472	6	1	1	True	True	True	True	True	True	True	True
352	v_CCL20	22962472	6	1	1	True	True	True	True	True	True	True	True
353	v_CDK2	22962472	6	3	50	True	True	True	True	True	True	False	True
354	v_CDKN1A	22962472	6	1	1	True	True	True	True	True	True	True	True
355	v_CDKN2A	22962472	6	2	7	True	True	True	True	True	True	False	True
356	v_CREB	22962472	6	1	1	True	True	True	True	True	True	True	True
357	v_CRKL	22962472	6	1	1	True	True	True	True	True	True	True	True
358	v_CTGF	22962472	6	2	7	True	True	True	True	True	True	False	True
359	v_Ca	22962472	6	1	1	True	True	True	True	True	True	True	True
360	v_Cdc42_Rac1	22962472	6	3	1	True	True	True	True	True	True	False	False
361	v_CellMigration	22962472	6	4	1	True	True	True	True	True	True	False	False
362	v_CyclinD	22962472	6	2	7	True	True	True	True	True	True	False	True
363	v_DAG	22962472	6	1	1	True	True	True	True	True	True	True	True
364	v_DOCK180	22962472	6	1	1	True	True	True	True	True	True	True	True
365	v_ECM	22962472	6	1	1	True	True	True	True	True	True	True	True
366	v_EGFR	22962472	6	2	7	True	True	True	True	True	True	False	True
367	v_EGR1	22962472	6	1	1	True	True	True	True	True	True	True	True
368	v_ETS	22962472	6	1	1	True	True	True	True	True	True	True	True
369	v_Elk1	22962472	6	2	7	True	True	True	True	True	True	False	True
370	v_Erk	22962472	6	1	1	True	True	True	True	True	True	True	True
371	v_Fak	22962472	6	3	16	True	True	True	True	True	True	False	False
372	v_Grb2	22962472	6	1	1	True	True	True	True	True	True	True	True
373	v_HBEGF	22962472	6	2	7	True	True	True	True	True	True	False	True
374	v_IL8	22962472	6	2	7	True	True	True	True	True	True	False	True
375	v_IP3	22962472	6	1	1	True	True	True	True	True	True	True	True
376	v_Integrins	22962472	6	1	1	True	True	True	True	True	True	True	True
377	v_JNK	22962472	6	3	31	True	True	True	True	True	True	False	False
378	v_MET	22962472	6	1	1	True	True	True	True	True	True	True	True
379	v_MLK3	22962472	6	1	1	True	True	True	True	True	True	True	True
380	v_MMP1_10	22962472	6	1	1	True	True	True	True	True	True	True	True
381	v_Mek	22962472	6	2	7	True	True	True	True	True	True	False	True
382	v_Mekk1	22962472	6	1	1	True	True	True	True	True	True	True	True
383	v_Mekk4	22962472	6	1	1	True	True	True	True	True	True	True	True
384	v_Mekk7	22962472	6	1	1	True	True	True	True	True	True	True	True
385	v_Mkk3	22962472	6	1	1	True	True	True	True	True	True	True	True
386	v_Mkk4	22962472	6	3	127	True	True	True	True	True	True	False	True
387	v_Mkk6	22962472	6	1	1	True	True	True	True	True	True	True	True
388	v_PAK1	22962472	6	1	1	True	True	True	True	True	True	True	True
389	v_PAK2	22962472	6	1	1	True	True	True	True	True	True	True	True
390	v_PAK3	22962472	6	1	1	True	True	True	True	True	True	True	True
391	v_PI3K	22962472	6	3	55	True	True	True	True	True	True	False	False
392	v_PKC	22962472	6	3	16	True	True	True	True	True	True	False	False
393	v_PLC_g	22962472	6	2	7	True	True	True	True	True	True	False	True
394	v_PTGS2	22962472	6	3	55	True	True	True	True	True	True	False	False
395	v_Plasmin	22962472	6	2	1	True	True	True	True	True	True	False	False
396	v_Proliferation	22962472	6	2	1	True	True	True	True	True	True	False	False
397	v_RSK	22962472	6	1	1	True	True	True	True	True	True	True	True
398	v_Raf	22962472	6	3	1	True	True	True	True	True	True	False	False
399	v_Rap1	22962472	6	1	1	True	True	True	True	True	True	True	True
400	v_Ras	22962472	6	1	1	True	True	True	True	True	True	True	True
401	v_SOS	22962472	6	1	1	True	True	True	True	True	True	True	True
402	v_STAT3	22962472	6	1	1	True	True	True	True	True	True	True	True
403	v_Shc	22962472	6	3	127	True	True	True	True	True	True	False	True
404	v_cFOS	22962472	6	1	1	True	True	True	True	True	True	True	True
405	v_cJUN	22962472	6	2	1	True	True	True	True	True	True	False	False
406	v_cMYC	22962472	6	1	1	True	True	True	True	True	True	True	True
407	v_p38	22962472	6	4	4351	True	True	True	True	True	True	False	False
408	v_uPA	22962472	6	1	1	True	True	True	True	True	True	True	True
409	v_uPAR	22962472	6	1	1	True	True	True	True	True	True	True	True
410	v_Coup_fti	20862356	7	2	8	True	True	True	True	True	True	False	False
411	v_Emx2	20862356	7	4	128	True	True	True	True	True	True	False	True
412	v_Fgf8	20862356	7	3	16	True	True	True	True	True	True	False	False
413	v_Pax6	20862356	7	3	64	True	True	True	True	True	True	False	True
414	v_Sp8	20862356	7	2	4	True	True	True	True	True	True	False	True
415	v_ATP	20221256	8	1	2	True	True	True	True	True	True	True	False
416	v_BAX	20221256	8	2	4	True	True	True	True	True	True	False	True
417	v_BCL2	20221256	8	1	1	True	True	True	True	True	True	True	True
418	v_CASP3	20221256	8	2	4	True	True	True	True	True	True	False	True
419	v_CASP8	20221256	8	4	19660	True	True	True	True	True	True	False	False
420	v_Cyt_c	20221256	8	1	1	True	True	True	True	True	True	True	True
421	v_DISC_FAS	20221256	8	2	1	True	True	True	True	True	True	False	False
422	v_DISC_TNF	20221256	8	2	1	True	True	True	True	True	True	False	False
423	v_IKK	20221256	8	1	1	True	True	True	True	True	True	True	True
424	v_MOMP	20221256	8	2	7	True	True	True	True	True	True	False	True
425	v_MPT	20221256	8	2	2	True	True	True	True	True	True	False	True
426	v_NFkB	20221256	8	2	2	True	True	True	True	True	True	False	True
427	v_NonACD	20221256	8	1	2	True	True	True	True	True	True	True	False
428	v_RIP1	20221256	8	3	76	True	True	True	True	True	True	False	False
429	v_RIP1k	20221256	8	1	1	True	True	True	True	True	True	True	True
430	v_RIP1ub	20221256	8	2	1	True	True	True	True	True	True	False	False
431	v_ROS	20221256	8	3	76	True	True	True	True	True	True	False	False
432	v_SMAC	20221256	8	1	1	True	True	True	True	True	True	True	True
433	v_TNFR	20221256	8	1	1	True	True	True	True	True	True	True	True
434	v_XIAP	20221256	8	2	4	True	True	True	True	True	True	False	True
435	v_apoptosis	20221256	8	1	1	True	True	True	True	True	True	True	True
436	v_apoptosome	20221256	8	3	4	True	True	True	True	True	True	False	False
437	v_cFLIP	20221256	8	1	1	True	True	True	True	True	True	True	True
438	v_cIAP	20221256	8	3	112	True	True	True	True	True	True	False	False
439	v_survival	20221256	8	1	1	True	True	True	True	True	True	True	True
440	v_AIF1_MT	23233838	9	1	1	True	True	True	True	True	True	True	True
441	v_AIF1_NUC	23233838	9	1	1	True	True	True	True	True	True	True	True
442	v_AdenylateCyclase	23233838	9	2	7	True	True	True	True	True	True	False	True
443	v_BIR1	23233838	9	1	2	True	True	True	True	True	True	True	False
444	v_CAMP	23233838	9	2	7	True	True	True	True	True	True	False	True
445	v_CDC48	23233838	9	1	1	True	True	True	True	True	True	True	True
446	v_CDC6	23233838	9	1	1	True	True	True	True	True	True	True	True
447	v_CytC_CYT	23233838	9	2	7	True	True	True	True	True	True	False	True
448	v_CytC_MT	23233838	9	2	7	True	True	True	True	True	True	False	True
449	v_DNA_Frag	23233838	9	2	11	True	True	True	True	True	True	False	False
450	v_DRE2_TAH18	23233838	9	1	1	True	True	True	True	True	True	True	True
451	v_DesCyclinCCDK8	23233838	9	1	2	True	True	True	True	True	True	True	False
452	v_EMC4	23233838	9	1	1	True	True	True	True	True	True	True	True
453	v_ESP1	23233838	9	1	1	True	True	True	True	True	True	True	True
454	v_FIS1	23233838	9	1	1	True	True	True	True	True	True	True	True
455	v_FVY10	23233838	9	1	1	True	True	True	True	True	True	True	True
456	v_H2B	23233838	9	5	2147483647	True	True	True	True	True	True	False	True
457	v_HOG1	23233838	9	3	239	True	True	True	True	True	True	False	False
458	v_HOG1_Dep	23233838	9	1	1	True	True	True	True	True	True	True	True
459	v_HOS3	23233838	9	1	1	True	True	True	True	True	True	True	True
460	v_KAP123	23233838	9	1	1	True	True	True	True	True	True	True	True
461	v_MAPK	23233838	9	1	1	True	True	True	True	True	True	True	True
462	v_MCD1_MT	23233838	9	1	1	True	True	True	True	True	True	True	True
463	v_MCD1_NUC	23233838	9	1	1	True	True	True	True	True	True	True	True
464	v_MDV1	23233838	9	1	1	True	True	True	True	True	True	True	True
465	v_MEC1	23233838	9	1	1	True	True	True	True	True	True	True	True
466	v_MMI1	23233838	9	1	1	True	True	True	True	True	True	True	True
467	v_MSN2_4	23233838	9	1	1	True	True	True	True	True	True	True	True
468	v_MT_ALT	23233838	9	4	32767	True	True	True	True	True	True	False	True
469	v_MT_Frag	23233838	9	5	1979658495	True	True	True	False	False	False	False	False
470	v_NDI1	23233838	9	1	1	True	True	True	True	True	True	True	True
471	v_NMA111_CYT	23233838	9	1	1	True	True	True	True	True	True	True	True
472	v_NMA111_NUC	23233838	9	1	1	True	True	True	True	True	True	True	True
473	v_NUC1_MT	23233838	9	1	1	True	True	True	True	True	True	True	True
474	v_NUC1_NUC	23233838	9	1	1	True	True	True	True	True	True	True	True
475	v_PKA	23233838	9	2	7	True	True	True	True	True	True	False	True
476	v_POR1_2	23233838	9	1	1	True	True	True	True	True	True	True	True
477	v_PTP2	23233838	9	1	1	True	True	True	True	True	True	True	True
478	v_PTP3	23233838	9	1	1	True	True	True	True	True	True	True	True
479	v_Protosom	23233838	9	1	1	True	True	True	True	True	True	True	True
480	v_RAS2	23233838	9	2	7	True	True	True	True	True	True	False	True
481	v_RLM1	23233838	9	2	7	True	True	True	True	True	True	False	True
482	v_ROS_MT	23233838	9	2	4	True	True	True	True	True	True	False	True
483	v_RPD3	23233838	9	1	1	True	True	True	True	True	True	True	True
484	v_SDP1	23233838	9	1	1	True	True	True	True	True	True	True	True
485	v_SLT2	23233838	9	5	4293918719	True	True	True	True	True	True	False	False
486	v_SNO1	23233838	9	1	1	True	True	True	True	True	True	True	True
487	v_SOD1	23233838	9	1	1	True	True	True	True	True	True	True	True
488	v_SOD2	23233838	9	1	1	True	True	True	True	True	True	True	True
489	v_SRO7	23233838	9	1	1	True	True	True	True	True	True	True	True
490	v_STE20_CYT	23233838	9	1	1	True	True	True	True	True	True	True	True
491	v_STE20_NUC	23233838	9	1	1	True	True	True	True	True	True	True	True
492	v_STM1_CYT	23233838	9	1	1	True	True	True	True	True	True	True	True
493	v_STM1_NUC	23233838	9	2	2	True	True	True	True	True	True	False	True
494	v_SVF1	23233838	9	1	1	True	True	True	True	True	True	True	True
495	v_TOR1	23233838	9	1	1	True	True	True	True	True	True	True	True
496	v_Tat_D	23233838	9	1	1	True	True	True	True	True	True	True	True
497	v_YCA1	23233838	9	7	169144262463630544827009448420673847295	True	True	True	True	True	True	False	False
498	v_Bmp2	23056457	10	2	4	True	True	True	True	True	True	False	True
499	v_Dkk1	23056457	10	3	93	True	True	True	True	True	True	False	True
500	v_Fgf8	23056457	10	3	42	True	True	True	True	True	True	False	False
501	v_Foxc1_2	23056457	10	2	1	True	True	True	True	True	True	False	False
502	v_GATAs	23056457	10	3	127	True	True	True	True	True	True	False	True
503	v_Isl1	23056457	10	5	536870911	True	True	True	True	True	True	False	False
504	v_Mesp1	23056457	10	2	2	True	True	True	True	True	True	False	True
505	v_Nkx2_5	23056457	10	7	158798448673953643329008280872824078335	True	True	True	False	False	False	False	False
506	v_Tbx1	23056457	10	1	1	True	True	True	True	True	True	True	True
507	v_Tbx5	23056457	10	6	2351055615081619616	True	True	True	True	True	True	False	False
508	v_canWnt	23056457	10	1	1	True	True	True	True	True	True	True	True
509	v_exogen_BMP2_II	23056457	10	1	1	True	True	True	True	True	True	True	True
510	v_exogen_canWnt_II	23056457	10	1	1	True	True	True	True	True	True	True	True
511	v_ABI1	16968132	11	3	64	True	True	True	True	True	True	False	True
512	v_ADPRc	16968132	11	1	1	True	True	True	True	True	True	True	True
513	v_AGB1	16968132	11	1	1	True	True	True	True	True	True	True	True
514	v_Actin	16968132	11	2	11	True	True	True	True	True	True	False	False
515	v_AnionEM	16968132	11	3	77	True	True	True	True	False	True	True	True
516	v_Atrboh	16968132	11	4	256	True	True	True	True	True	True	False	False
517	v_CIS	16968132	11	4	855	True	True	True	False	False	False	False	False
518	v_Ca2_ATPase	16968132	11	1	1	True	True	True	True	True	True	True	True
519	v_Ca2_c	16968132	11	3	42	True	True	True	True	True	True	False	False
520	v_CaIM	16968132	11	4	52420	True	True	True	True	True	True	False	False
521	v_Closure	16968132	11	5	42	True	True	True	True	True	True	False	False
522	v_Depolar	16968132	11	5	4227858431	True	True	True	True	True	True	False	False
523	v_GC	16968132	11	1	1	True	True	True	True	True	True	True	True
524	v_GPA1	16968132	11	3	49	True	True	True	True	True	True	False	False
525	v_HTPase	16968132	11	3	128	True	True	True	True	True	True	False	False
526	v_InsP3	16968132	11	1	1	True	True	True	True	True	True	True	True
527	v_InsP6	16968132	11	1	1	True	True	True	True	True	True	True	True
528	v_InsPK	16968132	11	1	1	True	True	True	True	True	True	True	True
529	v_KAP	16968132	11	3	50	True	True	True	True	True	True	False	True
530	v_KEV	16968132	11	1	1	True	True	True	True	True	True	True	True
531	v_KOUT	16968132	11	4	3853	True	True	True	True	True	True	False	False
532	v_Malate	16968132	11	3	32	True	True	True	True	True	True	False	True
533	v_NIA12	16968132	11	1	1	True	True	True	True	True	True	True	True
534	v_NO	16968132	11	2	1	True	True	True	True	True	True	False	False
535	v_NOS	16968132	11	1	1	True	True	True	True	True	True	True	True
536	v_OST1	16968132	11	1	1	True	True	True	True	True	True	True	True
537	v_PA	16968132	11	1	1	True	True	True	True	True	True	True	True
538	v_PEPC	16968132	11	1	2	True	True	True	True	True	True	True	False
539	v_PLC	16968132	11	2	1	True	True	True	True	True	True	False	False
540	v_PLD	16968132	11	1	1	True	True	True	True	True	True	True	True
541	v_RAC1	16968132	11	2	8	True	True	True	True	True	True	False	False
542	v_RCN1	16968132	11	1	1	True	True	True	True	True	True	True	True
543	v_ROP10	16968132	11	1	1	True	True	True	True	True	True	True	True
544	v_ROP2	16968132	11	1	1	True	True	True	True	True	True	True	True
545	v_ROS	16968132	11	1	1	True	True	True	True	True	True	True	True
546	v_S1P	16968132	11	1	1	True	True	True	True	True	True	True	True
547	v_SphK	16968132	11	1	1	True	True	True	True	True	True	True	True
548	v_cADPR	16968132	11	1	1	True	True	True	True	True	True	True	True
549	v_cGMP	16968132	11	1	1	True	True	True	True	True	True	True	True
550	v_pH	16968132	11	1	1	True	True	True	True	True	True	True	True
551	v_Dummy	17722974	12	6	256	True	True	True	True	True	True	False	False
552	v_abl	17722974	12	2	7	True	True	True	True	True	True	False	True
553	v_akap79	17722974	12	1	1	True	True	True	True	True	True	True	True
554	v_ap1	17722974	12	2	1	True	True	True	True	True	True	False	False
555	v_bad	17722974	12	1	2	True	True	True	True	True	True	True	False
556	v_bcat	17722974	12	1	2	True	True	True	True	True	True	True	False
557	v_bcl10	17722974	12	1	1	True	True	True	True	True	True	True	True
558	v_bclxl	17722974	12	1	2	True	True	True	True	True	True	True	False
559	v_ca	17722974	12	1	1	True	True	True	True	True	True	True	True
560	v_cabin1	17722974	12	1	2	True	True	True	True	True	True	True	False
561	v_calcin	17722974	12	4	16384	True	True	True	True	True	True	False	True
562	v_calpr1	17722974	12	1	1	True	True	True	True	True	True	True	True
563	v_cam	17722974	12	1	1	True	True	True	True	True	True	True	True
564	v_camk2	17722974	12	1	1	True	True	True	True	True	True	True	True
565	v_camk4	17722974	12	1	1	True	True	True	True	True	True	True	True
566	v_card11	17722974	12	1	1	True	True	True	True	True	True	True	True
567	v_card11a	17722974	12	3	1	True	True	True	True	True	True	False	False
568	v_cblb	17722974	12	1	2	True	True	True	True	True	True	True	False
569	v_ccblp1	17722974	12	2	1	True	True	True	True	True	True	False	False
570	v_ccblp2	17722974	12	2	1	True	True	True	True	True	True	False	False
571	v_ccblr	17722974	12	1	1	True	True	True	True	True	True	True	True
572	v_cd28	17722974	12	1	1	True	True	True	True	True	True	True	True
573	v_cd45	17722974	12	1	1	True	True	True	True	True	True	True	True
574	v_cdc42	17722974	12	1	1	True	True	True	True	True	True	True	True
575	v_cre	17722974	12	1	1	True	True	True	True	True	True	True	True
576	v_creb	17722974	12	1	1	True	True	True	True	True	True	True	True
577	v_csk	17722974	12	1	1	True	True	True	True	True	True	True	True
578	v_cyc1	17722974	12	1	2	True	True	True	True	True	True	True	False
579	v_dag	17722974	12	2	4	True	True	True	True	True	True	False	True
580	v_dgk	17722974	12	1	1	True	True	True	True	True	True	True	True
581	v_erk	17722974	12	1	1	True	True	True	True	True	True	True	True
582	v_fkhr	17722974	12	1	2	True	True	True	True	True	True	True	False
583	v_fos	17722974	12	1	1	True	True	True	True	True	True	True	True
584	v_fyn	17722974	12	4	1335	True	True	True	False	False	False	False	False
585	v_gab2	17722974	12	4	19	True	True	True	True	True	True	False	False
586	v_gadd45	17722974	12	1	1	True	True	True	True	True	True	True	True
587	v_gads	17722974	12	1	1	True	True	True	True	True	True	True	True
588	v_gap	17722974	12	1	1	True	True	True	True	True	True	True	True
589	v_grb2	17722974	12	1	1	True	True	True	True	True	True	True	True
590	v_gsk3	17722974	12	1	2	True	True	True	True	True	True	True	False
591	v_hpk1	17722974	12	1	1	True	True	True	True	True	True	True	True
592	v_ikb	17722974	12	1	2	True	True	True	True	True	True	True	False
593	v_ikkab	17722974	12	2	1	True	True	True	True	True	True	False	False
594	v_ikkg	17722974	12	2	1	True	True	True	True	True	True	False	False
595	v_ip3	17722974	12	1	1	True	True	True	True	True	True	True	True
596	v_itk	17722974	12	3	1	True	True	True	True	True	True	False	False
597	v_jnk	17722974	12	2	7	True	True	True	True	True	True	False	True
598	v_jun	17722974	12	1	1	True	True	True	True	True	True	True	True
599	v_lat	17722974	12	1	1	True	True	True	True	True	True	True	True
600	v_lckp1	17722974	12	5	512	True	True	True	True	True	True	False	False
601	v_lckp2	17722974	12	2	1	True	True	True	True	True	True	False	False
602	v_lckr	17722974	12	1	1	True	True	True	True	True	True	True	True
603	v_malt1	17722974	12	1	1	True	True	True	True	True	True	True	True
604	v_mek	17722974	12	1	1	True	True	True	True	True	True	True	True
605	v_mekk1	17722974	12	3	127	True	True	True	True	True	True	False	True
606	v_mkk4	17722974	12	2	7	True	True	True	True	True	True	False	True
607	v_mlk3	17722974	12	2	7	True	True	True	True	True	True	False	True
608	v_nfat	17722974	12	1	1	True	True	True	True	True	True	True	True
609	v_nfkb	17722974	12	1	2	True	True	True	True	True	True	True	False
610	v_p21c	17722974	12	1	2	True	True	True	True	True	True	True	False
611	v_p27k	17722974	12	1	2	True	True	True	True	True	True	True	False
612	v_p38	17722974	12	2	4	True	True	True	True	True	True	False	True
613	v_p70s	17722974	12	1	1	True	True	True	True	True	True	True	True
614	v_pag	17722974	12	2	2	True	True	True	True	True	True	False	True
615	v_pdk1	17722974	12	1	1	True	True	True	True	True	True	True	True
616	v_pi3k	17722974	12	3	112	True	True	True	True	True	True	False	False
617	v_pip3	17722974	12	3	32	True	True	True	True	True	True	False	True
618	v_pkb	17722974	12	1	1	True	True	True	True	True	True	True	True
619	v_pkcth	17722974	12	3	1	True	True	True	True	True	True	False	False
620	v_plcga	17722974	12	6	256	True	True	True	True	True	True	False	False
621	v_plcgb	17722974	12	1	1	True	True	True	True	True	True	True	True
622	v_pten	17722974	12	1	1	True	True	True	True	True	True	True	True
